facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,footnote,start_date,end_date
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,34,151.72,104.15,199.3,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4087,0.22,0.07,0.37,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,4142,0.05,0,0.19,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,875,2.53,1.13,3.92,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,469,0.82,0,1.96,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,458,11.24,4.12,18.35,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,932,3.37,1.22,5.51,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,451,3.24,0.12,6.37,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,255,0.71,0,1.65,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,745,1.12,0,2.29,,7/1/19,6/30/21
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.11,0.75,1.47,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,4/1/19,3/31/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,45,8.7,5.4,13.2,,7/1/19,6/30/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,53,11.9,7.9,17.6,,7/1/19,6/30/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,82,16,11.5,21.7,,7/1/19,6/30/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_03,Pressure ulcer rate,No Different Than the National Rate,386,0.35,0,2.86,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,614,0.18,0.02,0.34,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,629,0.07,0,0.23,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,53,2.38,0.89,3.87,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,55,3.83,1.25,6.41,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,143,1.03,0,2.36,,7/1/19,6/30/21
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.01,0.55,1.46,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,50,3.3,1.8,5.7,,4/1/19,3/31/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,39,11.3,8.6,14.8,,7/1/19,6/30/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,61,9.6,6.2,14.7,,7/1/19,6/30/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,MORT_30_HF,Death rate for heart failure patients,Worse Than the National Rate,181,16.2,12.4,20.9,,7/1/19,6/30/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,166,20.3,15.8,25.1,,7/1/19,6/30/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,60,11.8,8.2,16.6,,7/1/19,6/30/22
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1270,0.15,0,1.83,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1578,0.18,0.02,0.34,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1662,0.07,0,0.23,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,234,2.3,0.83,3.76,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,120,0.89,0,2.08,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,120,4.84,0,13.91,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,241,3.04,0.57,5.5,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,112,4.58,1.19,7.98,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,67,0.78,0,1.75,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,158,0.96,0,2.26,,7/1/19,6/30/21
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.91,0.49,1.33,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,206,3.2,2,5.1,,4/1/19,3/31/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,67,11.7,8.6,15.4,,7/1/19,6/30/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,91,7.9,5.2,11.6,,7/1/19,6/30/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,253,12.7,9.9,16,,7/1/19,6/30/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,182,17.9,14.3,22.5,,7/1/19,6/30/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,63,13,8.9,18.5,,7/1/19,6/30/22
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3131,0.06,0,1.14,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,25,141.5,92.3,190.69,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4109,0.2,0.05,0.35,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,4234,0.05,0,0.19,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,947,2.27,0.89,3.66,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,569,0.83,0,1.97,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,570,2.71,0,9.5,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,997,3.37,1.22,5.52,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,554,3.18,0.09,6.28,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,266,1.02,0.08,1.97,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,636,0.84,0,2.05,,7/1/19,6/30/21
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.75,0.39,1.1,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,36,2.8,1.5,5.2,,4/1/19,3/31/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,43,9.6,6,15.1,,7/1/19,6/30/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,35,14.8,9.9,21.3,,7/1/19,6/30/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,65,17.3,12.3,23.6,,7/1/19,6/30/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_03,Pressure ulcer rate,No Different Than the National Rate,462,0.36,0,2.92,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,641,0.18,0.02,0.34,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,653,0.07,0,0.24,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,71,2.37,0.88,3.86,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,41,0.92,0,2.12,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,43,6.16,0,16.4,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,71,3.31,0.74,5.88,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,42,4.05,0.56,7.54,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,49,1.04,0,2.38,,7/1/19,6/30/21
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.97,0.51,1.43,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,4/1/19,3/31/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,43,9.3,5.9,14.7,,7/1/19,6/30/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,85,10.6,7.3,15,,7/1/19,6/30/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,124,17.8,14.1,22.2,,7/1/19,6/30/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1003,1.14,0,2.69,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1338,0.21,0.06,0.37,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1439,0.07,0,0.23,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,72,2.56,1.09,4.04,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,77,3.23,0.69,5.77,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,53,0.79,0,1.77,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,172,0.98,0,2.3,,7/1/19,6/30/21
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,(718) 883-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.05,0.62,1.48,,7/1/19,6/30/21
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,(718) 240-5966,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1, 28",4/1/19,3/31/22
